x1,x2,y
0.187228624480678,0.419068640862446,0
0.89074822061664,0.00336719488511,1
0.476996204910058,0.973463535585426,0
0.409311317095618,0.35307443153013,0
0.13354311029359,0.793623916567176,0
0.505931281422849,0.712385246480302,1
0.18525934183087,0.898783946113357,0
0.126962362033902,0.193626077880052,0
0.511512560895877,0.459244665342015,1
0.554852235211228,0.283450559610063,1
0.788772299778185,0.954351579135398,0
0.008928398534176,0.535613178902624,0
0.112245665675199,0.605969027778472,0
0.567753493626691,0.55899505666725,1
0.329724352018928,0.838246103578038,0
0.774501646732363,0.905578746056166,1
0.714150369741768,0.225115259821611,1
0.846126306275312,0.915712183011706,1
0.447799921892545,0.118735397857862,0
0.649838632023223,0.207301560713517,1
0.811240187013412,0.052119798061759,1
0.172252929809545,0.376221706048278,0
0.131087612874086,0.077373485207476,0
0.23977470384686,0.67439617218125,0
0.862055215545632,0.082304532311303,1
0.6168169729355,0.444436678655778,1
0.807384781096974,0.626873406187744,1
0.732945039795937,0.116767773398812,1
0.79268049537879,0.971903712667956,0
0.790244763568828,0.434532288029975,1
0.907097218802173,0.967495913367715,1
0.956459571961597,0.180686820812957,1
0.774363735651331,0.756197408840131,1
0.633063561610276,0.764942360197026,1
0.080188145617135,0.685572273169743,0
0.340969391239934,0.693947337970193,0
0.895754886083506,0.895817317122292,1
0.885688169421247,0.323261455479974,1
0.986562005630016,0.411789214552359,1
0.671932417364872,0.375565252241983,1
0.563780822929557,0.000705121974406,0
0.920626240831357,0.796762276568501,1
0.610641004671979,0.719711046728503,1
0.296763451700785,0.861631204020082,1
0.710274362237601,0.424337263472372,1
0.163956060431725,0.585529454724886,0
0.485724500793489,0.572627666985777,1
0.761069254051526,0.126839672995527,1
0.773916237196906,0.11814213403871,1
0.669201457522562,0.665616010428328,1
0.613290697526814,0.444701677097781,1
0.071039126387258,0.007989330785664,0
0.261921674739306,0.142590260955012,0
0.751179725379236,0.139774255461424,1
0.234722992124573,0.915447692852823,0
0.336884575873535,0.526784482155904,0
0.22820330631136,0.325084363158242,0
0.029018117701395,0.574769766497205,0
0.967879272482544,0.423680720112341,1
0.612959904777928,0.917660900941584,0
0.676947550130982,0.650844198932515,1
0.996000675373982,0.178519633918204,1
0.442867793316785,0.973408644796015,0
0.660224385467212,0.401258159800025,1
0.138375617930019,0.567443712225918,0
0.484142162131722,0.369170906071601,1
0.84891830172374,0.128879361296223,1
0.435564201156782,0.061337526639503,0
0.106345246109841,0.628476633048039,0
0.369257307302899,0.027918080781354,1
0.248407709551593,0.624501646019924,0
0.335086883528991,0.968354819380384,0
0.80676586902965,0.835621047533219,1
0.326531205277481,0.060793226579515,0
0.667464702087844,0.241115798122934,1
0.923029454435645,0.826322285518196,1
0.593884537010764,0.817497072330265,0
0.153521451126498,0.396287919036042,0
0.464466204852057,0.946791885466008,0
0.02371589173945,0.742203914274938,0
0.710173205209351,0.342892358289358,1
0.954106084273987,0.870978203891525,1
0.899614439493634,0.668026126047709,1
0.715876149141394,0.439814365198749,1
0.898165756916069,0.601712935866285,1
0.387719855479607,0.118142819124853,0
0.873495883744751,0.232248766141696,1
0.902726011898384,0.394925925206822,1
0.738426831847314,0.012571904252902,0
0.121396609563038,0.39581664711702,0
0.827768156351088,0.089641364770204,1
0.558913251040281,0.874203881059953,0
0.521315310513341,0.494188900502179,1
0.392426946251859,0.257319533641307,0
0.861702432100351,0.292609865903622,1
0.2534117321004,0.47176915965744,0
0.892053302669615,0.670333992638936,1
0.644469938751223,0.902439969337394,0
0.169899782360053,0.16941731388382,0
0.215348264977548,0.286219182323445,0
0.802307671428132,0.741755614113449,1
0.134089846538824,0.595934952619819,0
0.016677178129642,0.717209287480253,0
0.205044447791219,0.255384589535165,0
0.704366868121095,0.835751995812309,1
0.982921669098133,0.857231158294654,1
0.101757279652018,0.61757023996557,0
0.767926731612581,0.759034119032099,0
0.811040228579381,0.640045203178266,1
0.302485464589719,0.356837363876495,0
0.369430465299204,0.106504654211053,0
0.310612094882119,0.040051302819437,0
0.511736417031554,0.384737312014545,1
0.098115134797822,0.446749465911333,0
0.318076513168892,0.955146905134914,0
0.419255871577403,0.682097495938444,0
0.883435548527863,0.955933489811657,1
0.081964762048837,0.109122562373634,0
0.609397889249287,0.796448876789637,1
0.523572557265401,0.849122593274932,0
